id,category,parameter,value,unit,status,validationState,productionEligible,source,note
CHAR-ENG-0277,pelvis_hips,pelvic_tilt_03,96.0,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0278,pelvis_hips,hip_offset_L_03,104.5,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0279,pelvis_hips,hip_offset_R_03,22.5,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0280,pelvis_hips,glute_depth_03,31.0,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0281,pelvis_hips,pelvis_width_04,39.5,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0282,pelvis_hips,pelvis_depth_04,48.0,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0283,pelvis_hips,pelvis_height_04,56.5,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0284,pelvis_hips,iliac_span_04,65.0,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0285,pelvis_hips,hip_center_spacing_04,73.5,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0286,pelvis_hips,sacrum_depth_04,82.0,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0287,pelvis_hips,pelvic_tilt_04,90.5,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0288,pelvis_hips,hip_offset_L_04,99.0,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0289,pelvis_hips,hip_offset_R_04,107.5,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0290,pelvis_hips,glute_depth_04,25.5,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0291,pelvis_hips,pelvis_width_05,34.0,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0292,pelvis_hips,pelvis_depth_05,42.5,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0293,pelvis_hips,pelvis_height_05,51.0,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0294,pelvis_hips,iliac_span_05,59.5,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0295,pelvis_hips,hip_center_spacing_05,68.0,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0296,pelvis_hips,sacrum_depth_05,76.5,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0297,pelvis_hips,pelvic_tilt_05,85.0,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0298,pelvis_hips,hip_offset_L_05,93.5,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0299,pelvis_hips,hip_offset_R_05,102.0,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0300,pelvis_hips,glute_depth_05,20.0,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0301,upper_arm,humerus_length_01,61.5,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0302,upper_arm,humerus_width_01,70.0,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0303,upper_arm,upperarm_depth_01,78.5,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0304,upper_arm,shoulder_axis_01,87.0,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0305,upper_arm,elbow_axis_01,95.5,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0306,upper_arm,bicep_circumference_01,104.0,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0307,upper_arm,tricep_circumference_01,22.0,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0308,upper_arm,arm_mass_ratio_01,30.5,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0309,upper_arm,arm_swing_amp_01,39.0,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0310,upper_arm,arm_rest_angle_01,47.5,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0311,upper_arm,humerus_length_02,56.0,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0312,upper_arm,humerus_width_02,64.5,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0313,upper_arm,upperarm_depth_02,73.0,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0314,upper_arm,shoulder_axis_02,81.5,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0315,upper_arm,elbow_axis_02,90.0,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0316,upper_arm,bicep_circumference_02,98.5,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0317,upper_arm,tricep_circumference_02,107.0,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0318,upper_arm,arm_mass_ratio_02,25.0,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0319,upper_arm,arm_swing_amp_02,33.5,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0320,upper_arm,arm_rest_angle_02,42.0,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0321,upper_arm,humerus_length_03,50.5,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0322,upper_arm,humerus_width_03,59.0,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0323,upper_arm,upperarm_depth_03,67.5,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0324,upper_arm,shoulder_axis_03,76.0,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0325,upper_arm,elbow_axis_03,84.5,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0326,upper_arm,bicep_circumference_03,93.0,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0327,upper_arm,tricep_circumference_03,101.5,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0328,upper_arm,arm_mass_ratio_03,110.0,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0329,upper_arm,arm_swing_amp_03,28.0,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0330,upper_arm,arm_rest_angle_03,36.5,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0331,upper_arm,humerus_length_04,45.0,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0332,upper_arm,humerus_width_04,53.5,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0333,upper_arm,upperarm_depth_04,62.0,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0334,upper_arm,shoulder_axis_04,70.5,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0335,upper_arm,elbow_axis_04,79.0,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0336,upper_arm,bicep_circumference_04,87.5,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0337,upper_arm,tricep_circumference_04,96.0,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0338,upper_arm,arm_mass_ratio_04,104.5,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0339,upper_arm,arm_swing_amp_04,22.5,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0340,upper_arm,arm_rest_angle_04,31.0,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0341,upper_arm,humerus_length_05,39.5,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0342,upper_arm,humerus_width_05,48.0,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0343,upper_arm,upperarm_depth_05,56.5,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0344,upper_arm,shoulder_axis_05,65.0,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0345,upper_arm,elbow_axis_05,73.5,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0346,upper_arm,bicep_circumference_05,82.0,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0347,upper_arm,tricep_circumference_05,90.5,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0348,upper_arm,arm_mass_ratio_05,99.0,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0349,upper_arm,arm_swing_amp_05,107.5,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0350,upper_arm,arm_rest_angle_05,25.5,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0351,forearm,radius_length_01,67.0,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0352,forearm,ulna_length_01,75.5,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0353,forearm,forearm_width_01,84.0,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0354,forearm,forearm_depth_01,92.5,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0355,forearm,wrist_width_01,101.0,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0356,forearm,wrist_depth_01,109.5,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0357,forearm,forearm_mass_ratio_01,27.5,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0358,forearm,elbow_flex_rest_01,36.0,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0359,forearm,elbow_flex_walk_01,44.5,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0360,forearm,forearm_rotation_01,53.0,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0361,forearm,radius_length_02,61.5,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0362,forearm,ulna_length_02,70.0,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0363,forearm,forearm_width_02,78.5,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0364,forearm,forearm_depth_02,87.0,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0365,forearm,wrist_width_02,95.5,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0366,forearm,wrist_depth_02,104.0,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0367,forearm,forearm_mass_ratio_02,22.0,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0368,forearm,elbow_flex_rest_02,30.5,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0369,forearm,elbow_flex_walk_02,39.0,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0370,forearm,forearm_rotation_02,47.5,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0371,forearm,radius_length_03,56.0,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0372,forearm,ulna_length_03,64.5,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0373,forearm,forearm_width_03,73.0,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0374,forearm,forearm_depth_03,81.5,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0375,forearm,wrist_width_03,90.0,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0376,forearm,wrist_depth_03,98.5,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0377,forearm,forearm_mass_ratio_03,107.0,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0378,forearm,elbow_flex_rest_03,25.0,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0379,forearm,elbow_flex_walk_03,33.5,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0380,forearm,forearm_rotation_03,42.0,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0381,forearm,radius_length_04,50.5,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0382,forearm,ulna_length_04,59.0,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0383,forearm,forearm_width_04,67.5,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0384,forearm,forearm_depth_04,76.0,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0385,forearm,wrist_width_04,84.5,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0386,forearm,wrist_depth_04,93.0,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0387,forearm,forearm_mass_ratio_04,101.5,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0388,forearm,elbow_flex_rest_04,110.0,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0389,forearm,elbow_flex_walk_04,28.0,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0390,forearm,forearm_rotation_04,36.5,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0391,forearm,radius_length_05,45.0,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0392,forearm,ulna_length_05,53.5,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0393,forearm,forearm_width_05,62.0,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
